source,country,area,lat,lon,year,month,month_num,date,births,country_area
svs.aids.gov.br,Brazil,Northeast,-12.966667,-38.516667,2005,October,10,2005-10-01,75574,Brazil - Northeast
svs.aids.gov.br,Brazil,Northeast,-12.966667,-38.516667,2005,November,11,2005-11-01,68890,Brazil - Northeast
svs.aids.gov.br,Brazil,Northeast,-12.966667,-38.516667,2005,December,12,2005-12-01,66078,Brazil - Northeast
svs.aids.gov.br,Brazil,Northeast,-12.966667,-38.516667,2006,January,1,2006-01-01,68904,Brazil - Northeast
svs.aids.gov.br,Brazil,Northeast,-12.966667,-38.516667,2006,February,2,2006-02-01,66279,Brazil - Northeast
svs.aids.gov.br,Brazil,Northeast,-12.966667,-38.516667,2006,March,3,2006-03-01,80644,Brazil - Northeast
svs.aids.gov.br,Brazil,Northeast,-12.966667,-38.516667,2006,April,4,2006-04-01,78259,Brazil - Northeast
svs.aids.gov.br,Brazil,Northeast,-12.966667,-38.516667,2006,May,5,2006-05-01,83441,Brazil - Northeast
svs.aids.gov.br,Brazil,Northeast,-12.966667,-38.516667,2006,June,6,2006-06-01,77156,Brazil - Northeast
svs.aids.gov.br,Brazil,Northeast,-12.966667,-38.516667,2006,July,7,2006-07-01,75011,Brazil - Northeast
svs.aids.gov.br,Brazil,Northeast,-12.966667,-38.516667,2006,August,8,2006-08-01,74650,Brazil - Northeast
svs.aids.gov.br,Brazil,Northeast,-12.966667,-38.516667,2006,September,9,2006-09-01,73995,Brazil - Northeast
svs.aids.gov.br,Brazil,Northeast,-12.966667,-38.516667,2006,October,10,2006-10-01,73733,Brazil - Northeast
svs.aids.gov.br,Brazil,Northeast,-12.966667,-38.516667,2006,November,11,2006-11-01,67840,Brazil - Northeast
svs.aids.gov.br,Brazil,Northeast,-12.966667,-38.516667,2006,December,12,2006-12-01,67394,Brazil - Northeast
svs.aids.gov.br,Brazil,Northeast,-12.966667,-38.516667,2007,January,1,2007-01-01,70893,Brazil - Northeast
svs.aids.gov.br,Brazil,Northeast,-12.966667,-38.516667,2007,February,2,2007-02-01,65399,Brazil - Northeast
svs.aids.gov.br,Brazil,Northeast,-12.966667,-38.516667,2007,March,3,2007-03-01,81344,Brazil - Northeast
svs.aids.gov.br,Brazil,Northeast,-12.966667,-38.516667,2007,April,4,2007-04-01,77151,Brazil - Northeast
svs.aids.gov.br,Brazil,Northeast,-12.966667,-38.516667,2007,May,5,2007-05-01,80383,Brazil - Northeast
svs.aids.gov.br,Brazil,Northeast,-12.966667,-38.516667,2007,June,6,2007-06-01,75715,Brazil - Northeast
svs.aids.gov.br,Brazil,Northeast,-12.966667,-38.516667,2007,July,7,2007-07-01,75941,Brazil - Northeast
svs.aids.gov.br,Brazil,Northeast,-12.966667,-38.516667,2007,August,8,2007-08-01,73921,Brazil - Northeast
svs.aids.gov.br,Brazil,Northeast,-12.966667,-38.516667,2007,September,9,2007-09-01,71712,Brazil - Northeast
svs.aids.gov.br,Brazil,Northeast,-12.966667,-38.516667,2007,October,10,2007-10-01,70265,Brazil - Northeast
svs.aids.gov.br,Brazil,Northeast,-12.966667,-38.516667,2007,November,11,2007-11-01,66668,Brazil - Northeast
svs.aids.gov.br,Brazil,Northeast,-12.966667,-38.516667,2007,December,12,2007-12-01,69196,Brazil - Northeast
svs.aids.gov.br,Brazil,Northeast,-12.966667,-38.516667,2008,January,1,2008-01-01,71137,Brazil - Northeast
svs.aids.gov.br,Brazil,Northeast,-12.966667,-38.516667,2008,February,2,2008-02-01,67446,Brazil - Northeast
svs.aids.gov.br,Brazil,Northeast,-12.966667,-38.516667,2008,March,3,2008-03-01,77632,Brazil - Northeast
svs.aids.gov.br,Brazil,Northeast,-12.966667,-38.516667,2008,April,4,2008-04-01,77116,Brazil - Northeast
svs.aids.gov.br,Brazil,Northeast,-12.966667,-38.516667,2008,May,5,2008-05-01,79946,Brazil - Northeast
svs.aids.gov.br,Brazil,Northeast,-12.966667,-38.516667,2008,June,6,2008-06-01,74939,Brazil - Northeast
svs.aids.gov.br,Brazil,Northeast,-12.966667,-38.516667,2008,July,7,2008-07-01,77054,Brazil - Northeast
svs.aids.gov.br,Brazil,Northeast,-12.966667,-38.516667,2008,August,8,2008-08-01,74762,Brazil - Northeast
svs.aids.gov.br,Brazil,Northeast,-12.966667,-38.516667,2008,September,9,2008-09-01,75015,Brazil - Northeast
svs.aids.gov.br,Brazil,Northeast,-12.966667,-38.516667,2008,October,10,2008-10-01,73905,Brazil - Northeast
svs.aids.gov.br,Brazil,Northeast,-12.966667,-38.516667,2008,November,11,2008-11-01,67832,Brazil - Northeast
svs.aids.gov.br,Brazil,Northeast,-12.966667,-38.516667,2008,December,12,2008-12-01,71484,Brazil - Northeast
svs.aids.gov.br,Brazil,Northeast,-12.966667,-38.516667,2009,January,1,2009-01-01,72111,Brazil - Northeast
svs.aids.gov.br,Brazil,Northeast,-12.966667,-38.516667,2009,February,2,2009-02-01,66464,Brazil - Northeast
svs.aids.gov.br,Brazil,Northeast,-12.966667,-38.516667,2009,March,3,2009-03-01,81857,Brazil - Northeast
svs.aids.gov.br,Brazil,Northeast,-12.966667,-38.516667,2009,April,4,2009-04-01,77398,Brazil - Northeast
svs.aids.gov.br,Brazil,Northeast,-12.966667,-38.516667,2009,May,5,2009-05-01,76873,Brazil - Northeast
svs.aids.gov.br,Brazil,Northeast,-12.966667,-38.516667,2009,June,6,2009-06-01,72751,Brazil - Northeast
svs.aids.gov.br,Brazil,Northeast,-12.966667,-38.516667,2009,July,7,2009-07-01,71058,Brazil - Northeast
svs.aids.gov.br,Brazil,Northeast,-12.966667,-38.516667,2009,August,8,2009-08-01,70095,Brazil - Northeast
svs.aids.gov.br,Brazil,Northeast,-12.966667,-38.516667,2009,September,9,2009-09-01,71976,Brazil - Northeast
svs.aids.gov.br,Brazil,Northeast,-12.966667,-38.516667,2009,October,10,2009-10-01,70038,Brazil - Northeast
svs.aids.gov.br,Brazil,Northeast,-12.966667,-38.516667,2009,November,11,2009-11-01,66871,Brazil - Northeast
svs.aids.gov.br,Brazil,Northeast,-12.966667,-38.516667,2009,December,12,2009-12-01,67606,Brazil - Northeast
svs.aids.gov.br,Brazil,Northeast,-12.966667,-38.516667,2010,January,1,2010-01-01,67462,Brazil - Northeast
svs.aids.gov.br,Brazil,Northeast,-12.966667,-38.516667,2010,February,2,2010-02-01,64021,Brazil - Northeast
svs.aids.gov.br,Brazil,Northeast,-12.966667,-38.516667,2010,March,3,2010-03-01,77704,Brazil - Northeast
svs.aids.gov.br,Brazil,Northeast,-12.966667,-38.516667,2010,April,4,2010-04-01,73527,Brazil - Northeast
svs.aids.gov.br,Brazil,Northeast,-12.966667,-38.516667,2010,May,5,2010-05-01,76086,Brazil - Northeast
svs.aids.gov.br,Brazil,Northeast,-12.966667,-38.516667,2010,June,6,2010-06-01,70995,Brazil - Northeast
svs.aids.gov.br,Brazil,Northeast,-12.966667,-38.516667,2010,July,7,2010-07-01,71740,Brazil - Northeast
svs.aids.gov.br,Brazil,Northeast,-12.966667,-38.516667,2010,August,8,2010-08-01,70564,Brazil - Northeast
svs.aids.gov.br,Brazil,Northeast,-12.966667,-38.516667,2010,September,9,2010-09-01,72359,Brazil - Northeast
svs.aids.gov.br,Brazil,Northeast,-12.966667,-38.516667,2010,October,10,2010-10-01,69009,Brazil - Northeast
svs.aids.gov.br,Brazil,Northeast,-12.966667,-38.516667,2010,November,11,2010-11-01,64227,Brazil - Northeast
svs.aids.gov.br,Brazil,Northeast,-12.966667,-38.516667,2010,December,12,2010-12-01,63466,Brazil - Northeast
svs.aids.gov.br,Brazil,Northeast,-12.966667,-38.516667,2011,January,1,2011-01-01,65727,Brazil - Northeast
svs.aids.gov.br,Brazil,Northeast,-12.966667,-38.516667,2011,February,2,2011-02-01,63063,Brazil - Northeast
svs.aids.gov.br,Brazil,Northeast,-12.966667,-38.516667,2011,March,3,2011-03-01,76877,Brazil - Northeast
svs.aids.gov.br,Brazil,Northeast,-12.966667,-38.516667,2011,April,4,2011-04-01,74492,Brazil - Northeast
svs.aids.gov.br,Brazil,Northeast,-12.966667,-38.516667,2011,May,5,2011-05-01,80717,Brazil - Northeast
svs.aids.gov.br,Brazil,Northeast,-12.966667,-38.516667,2011,June,6,2011-06-01,75704,Brazil - Northeast
svs.aids.gov.br,Brazil,Northeast,-12.966667,-38.516667,2011,July,7,2011-07-01,72277,Brazil - Northeast
svs.aids.gov.br,Brazil,Northeast,-12.966667,-38.516667,2011,August,8,2011-08-01,69984,Brazil - Northeast
svs.aids.gov.br,Brazil,Northeast,-12.966667,-38.516667,2011,September,9,2011-09-01,70462,Brazil - Northeast
svs.aids.gov.br,Brazil,Northeast,-12.966667,-38.516667,2011,October,10,2011-10-01,69008,Brazil - Northeast
svs.aids.gov.br,Brazil,Northeast,-12.966667,-38.516667,2011,November,11,2011-11-01,66721,Brazil - Northeast
svs.aids.gov.br,Brazil,Northeast,-12.966667,-38.516667,2011,December,12,2011-12-01,65972,Brazil - Northeast
svs.aids.gov.br,Brazil,Northeast,-12.966667,-38.516667,2012,January,1,2012-01-01,67935,Brazil - Northeast
svs.aids.gov.br,Brazil,Northeast,-12.966667,-38.516667,2012,February,2,2012-02-01,66747,Brazil - Northeast
svs.aids.gov.br,Brazil,Northeast,-12.966667,-38.516667,2012,March,3,2012-03-01,75188,Brazil - Northeast
svs.aids.gov.br,Brazil,Northeast,-12.966667,-38.516667,2012,April,4,2012-04-01,71094,Brazil - Northeast
svs.aids.gov.br,Brazil,Northeast,-12.966667,-38.516667,2012,May,5,2012-05-01,74953,Brazil - Northeast
svs.aids.gov.br,Brazil,Northeast,-12.966667,-38.516667,2012,June,6,2012-06-01,69810,Brazil - Northeast
svs.aids.gov.br,Brazil,Northeast,-12.966667,-38.516667,2012,July,7,2012-07-01,70168,Brazil - Northeast
svs.aids.gov.br,Brazil,Northeast,-12.966667,-38.516667,2012,August,8,2012-08-01,67892,Brazil - Northeast
svs.aids.gov.br,Brazil,Northeast,-12.966667,-38.516667,2012,September,9,2012-09-01,68094,Brazil - Northeast
svs.aids.gov.br,Brazil,Northeast,-12.966667,-38.516667,2012,October,10,2012-10-01,68226,Brazil - Northeast
svs.aids.gov.br,Brazil,Northeast,-12.966667,-38.516667,2012,November,11,2012-11-01,66319,Brazil - Northeast
svs.aids.gov.br,Brazil,Northeast,-12.966667,-38.516667,2012,December,12,2012-12-01,66205,Brazil - Northeast
svs.aids.gov.br,Brazil,Northeast,-12.966667,-38.516667,2013,January,1,2013-01-01,67755,Brazil - Northeast
svs.aids.gov.br,Brazil,Northeast,-12.966667,-38.516667,2013,February,2,2013-02-01,62182,Brazil - Northeast
svs.aids.gov.br,Brazil,Northeast,-12.966667,-38.516667,2013,March,3,2013-03-01,71756,Brazil - Northeast
svs.aids.gov.br,Brazil,Northeast,-12.966667,-38.516667,2013,April,4,2013-04-01,71556,Brazil - Northeast
svs.aids.gov.br,Brazil,Northeast,-12.966667,-38.516667,2013,May,5,2013-05-01,75776,Brazil - Northeast
svs.aids.gov.br,Brazil,Northeast,-12.966667,-38.516667,2013,June,6,2013-06-01,70692,Brazil - Northeast
svs.aids.gov.br,Brazil,Northeast,-12.966667,-38.516667,2013,July,7,2013-07-01,71220,Brazil - Northeast
svs.aids.gov.br,Brazil,Northeast,-12.966667,-38.516667,2013,August,8,2013-08-01,68646,Brazil - Northeast
svs.aids.gov.br,Brazil,Northeast,-12.966667,-38.516667,2013,September,9,2013-09-01,69374,Brazil - Northeast
svs.aids.gov.br,Brazil,Northeast,-12.966667,-38.516667,2013,October,10,2013-10-01,67117,Brazil - Northeast
svs.aids.gov.br,Brazil,Northeast,-12.966667,-38.516667,2013,November,11,2013-11-01,62455,Brazil - Northeast
svs.aids.gov.br,Brazil,Northeast,-12.966667,-38.516667,2013,December,12,2013-12-01,62929,Brazil - Northeast
svs.aids.gov.br,Brazil,Northeast,-12.966667,-38.516667,2014,January,1,2014-01-01,65293,Brazil - Northeast
svs.aids.gov.br,Brazil,Northeast,-12.966667,-38.516667,2014,February,2,2014-02-01,63128,Brazil - Northeast
svs.aids.gov.br,Brazil,Northeast,-12.966667,-38.516667,2014,March,3,2014-03-01,71657,Brazil - Northeast
svs.aids.gov.br,Brazil,Northeast,-12.966667,-38.516667,2014,April,4,2014-04-01,71996,Brazil - Northeast
svs.aids.gov.br,Brazil,Northeast,-12.966667,-38.516667,2014,May,5,2014-05-01,74803,Brazil - Northeast
svs.aids.gov.br,Brazil,Northeast,-12.966667,-38.516667,2014,June,6,2014-06-01,69614,Brazil - Northeast
svs.aids.gov.br,Brazil,Northeast,-12.966667,-38.516667,2014,July,7,2014-07-01,72016,Brazil - Northeast
svs.aids.gov.br,Brazil,Northeast,-12.966667,-38.516667,2014,August,8,2014-08-01,69798,Brazil - Northeast
svs.aids.gov.br,Brazil,Northeast,-12.966667,-38.516667,2014,September,9,2014-09-01,71499,Brazil - Northeast
svs.aids.gov.br,Brazil,Northeast,-12.966667,-38.516667,2014,October,10,2014-10-01,69862,Brazil - Northeast
svs.aids.gov.br,Brazil,Northeast,-12.966667,-38.516667,2014,November,11,2014-11-01,66219,Brazil - Northeast
svs.aids.gov.br,Brazil,Northeast,-12.966667,-38.516667,2014,December,12,2014-12-01,67205,Brazil - Northeast
svs.aids.gov.br,Brazil,Northeast,-12.966667,-38.516667,2015,January,1,2015-01-01,68620,Brazil - Northeast
svs.aids.gov.br,Brazil,Northeast,-12.966667,-38.516667,2015,February,2,2015-02-01,64274,Brazil - Northeast
svs.aids.gov.br,Brazil,Northeast,-12.966667,-38.516667,2015,March,3,2015-03-01,76602,Brazil - Northeast
svs.aids.gov.br,Brazil,Northeast,-12.966667,-38.516667,2015,April,4,2015-04-01,73594,Brazil - Northeast
svs.aids.gov.br,Brazil,Northeast,-12.966667,-38.516667,2015,May,5,2015-05-01,76060,Brazil - Northeast
svs.aids.gov.br,Brazil,Northeast,-12.966667,-38.516667,2015,June,6,2015-06-01,71823,Brazil - Northeast
svs.aids.gov.br,Brazil,Northeast,-12.966667,-38.516667,2015,July,7,2015-07-01,72208,Brazil - Northeast
svs.aids.gov.br,Brazil,Northeast,-12.966667,-38.516667,2015,August,8,2015-08-01,69825,Brazil - Northeast
svs.aids.gov.br,Brazil,Northeast,-12.966667,-38.516667,2015,September,9,2015-09-01,72397,Brazil - Northeast
svs.aids.gov.br,Brazil,Northeast,-12.966667,-38.516667,2015,October,10,2015-10-01,70242,Brazil - Northeast
svs.aids.gov.br,Brazil,Northeast,-12.966667,-38.516667,2015,November,11,2015-11-01,65310,Brazil - Northeast
svs.aids.gov.br,Brazil,Northeast,-12.966667,-38.516667,2015,December,12,2015-12-01,65419,Brazil - Northeast
svs.aids.gov.br,Brazil,Northeast,-12.966667,-38.516667,2016,January,1,2016-01-01,65540,Brazil - Northeast
svs.aids.gov.br,Brazil,Northeast,-12.966667,-38.516667,2016,February,2,2016-02-01,63977,Brazil - Northeast
svs.aids.gov.br,Brazil,Northeast,-12.966667,-38.516667,2016,March,3,2016-03-01,73569,Brazil - Northeast
svs.aids.gov.br,Brazil,Northeast,-12.966667,-38.516667,2016,April,4,2016-04-01,71874,Brazil - Northeast
svs.aids.gov.br,Brazil,Northeast,-12.966667,-38.516667,2016,May,5,2016-05-01,75158,Brazil - Northeast
svs.aids.gov.br,Brazil,Northeast,-12.966667,-38.516667,2016,June,6,2016-06-01,70664,Brazil - Northeast
svs.aids.gov.br,Brazil,Central-West,-15.779722,-47.930556,2000,January,1,2000-01-01,19442,Brazil - Central-West
svs.aids.gov.br,Brazil,Central-West,-15.779722,-47.930556,2000,February,2,2000-02-01,19347,Brazil - Central-West
svs.aids.gov.br,Brazil,Central-West,-15.779722,-47.930556,2000,March,3,2000-03-01,21053,Brazil - Central-West
svs.aids.gov.br,Brazil,Central-West,-15.779722,-47.930556,2000,April,4,2000-04-01,20011,Brazil - Central-West
svs.aids.gov.br,Brazil,Central-West,-15.779722,-47.930556,2000,May,5,2000-05-01,20966,Brazil - Central-West
svs.aids.gov.br,Brazil,Central-West,-15.779722,-47.930556,2000,June,6,2000-06-01,19271,Brazil - Central-West
svs.aids.gov.br,Brazil,Central-West,-15.779722,-47.930556,2000,July,7,2000-07-01,19657,Brazil - Central-West
svs.aids.gov.br,Brazil,Central-West,-15.779722,-47.930556,2000,August,8,2000-08-01,19468,Brazil - Central-West
svs.aids.gov.br,Brazil,Central-West,-15.779722,-47.930556,2000,September,9,2000-09-01,19251,Brazil - Central-West
svs.aids.gov.br,Brazil,Central-West,-15.779722,-47.930556,2000,October,10,2000-10-01,18710,Brazil - Central-West
svs.aids.gov.br,Brazil,Central-West,-15.779722,-47.930556,2000,November,11,2000-11-01,17528,Brazil - Central-West
svs.aids.gov.br,Brazil,Central-West,-15.779722,-47.930556,2000,December,12,2000-12-01,18001,Brazil - Central-West
svs.aids.gov.br,Brazil,Central-West,-15.779722,-47.930556,2001,January,1,2001-01-01,18807,Brazil - Central-West
svs.aids.gov.br,Brazil,Central-West,-15.779722,-47.930556,2001,February,2,2001-02-01,17906,Brazil - Central-West
svs.aids.gov.br,Brazil,Central-West,-15.779722,-47.930556,2001,March,3,2001-03-01,20453,Brazil - Central-West
svs.aids.gov.br,Brazil,Central-West,-15.779722,-47.930556,2001,April,4,2001-04-01,20089,Brazil - Central-West
svs.aids.gov.br,Brazil,Central-West,-15.779722,-47.930556,2001,May,5,2001-05-01,20430,Brazil - Central-West
svs.aids.gov.br,Brazil,Central-West,-15.779722,-47.930556,2001,June,6,2001-06-01,18762,Brazil - Central-West
svs.aids.gov.br,Brazil,Central-West,-15.779722,-47.930556,2001,July,7,2001-07-01,18810,Brazil - Central-West
svs.aids.gov.br,Brazil,Central-West,-15.779722,-47.930556,2001,August,8,2001-08-01,18357,Brazil - Central-West
svs.aids.gov.br,Brazil,Central-West,-15.779722,-47.930556,2001,September,9,2001-09-01,18770,Brazil - Central-West
svs.aids.gov.br,Brazil,Central-West,-15.779722,-47.930556,2001,October,10,2001-10-01,19098,Brazil - Central-West
svs.aids.gov.br,Brazil,Central-West,-15.779722,-47.930556,2001,November,11,2001-11-01,17931,Brazil - Central-West
svs.aids.gov.br,Brazil,Central-West,-15.779722,-47.930556,2001,December,12,2001-12-01,18102,Brazil - Central-West
svs.aids.gov.br,Brazil,Central-West,-15.779722,-47.930556,2002,January,1,2002-01-01,19375,Brazil - Central-West
svs.aids.gov.br,Brazil,Central-West,-15.779722,-47.930556,2002,February,2,2002-02-01,18498,Brazil - Central-West
svs.aids.gov.br,Brazil,Central-West,-15.779722,-47.930556,2002,March,3,2002-03-01,20796,Brazil - Central-West
svs.aids.gov.br,Brazil,Central-West,-15.779722,-47.930556,2002,April,4,2002-04-01,19986,Brazil - Central-West
svs.aids.gov.br,Brazil,Central-West,-15.779722,-47.930556,2002,May,5,2002-05-01,20111,Brazil - Central-West
svs.aids.gov.br,Brazil,Central-West,-15.779722,-47.930556,2002,June,6,2002-06-01,18325,Brazil - Central-West
svs.aids.gov.br,Brazil,Central-West,-15.779722,-47.930556,2002,July,7,2002-07-01,18654,Brazil - Central-West
svs.aids.gov.br,Brazil,Central-West,-15.779722,-47.930556,2002,August,8,2002-08-01,18375,Brazil - Central-West
svs.aids.gov.br,Brazil,Central-West,-15.779722,-47.930556,2002,September,9,2002-09-01,18912,Brazil - Central-West
svs.aids.gov.br,Brazil,Central-West,-15.779722,-47.930556,2002,October,10,2002-10-01,18656,Brazil - Central-West
svs.aids.gov.br,Brazil,Central-West,-15.779722,-47.930556,2002,November,11,2002-11-01,17662,Brazil - Central-West
svs.aids.gov.br,Brazil,Central-West,-15.779722,-47.930556,2002,December,12,2002-12-01,17843,Brazil - Central-West
svs.aids.gov.br,Brazil,Central-West,-15.779722,-47.930556,2003,January,1,2003-01-01,18433,Brazil - Central-West
svs.aids.gov.br,Brazil,Central-West,-15.779722,-47.930556,2003,February,2,2003-02-01,18211,Brazil - Central-West
svs.aids.gov.br,Brazil,Central-West,-15.779722,-47.930556,2003,March,3,2003-03-01,20919,Brazil - Central-West
svs.aids.gov.br,Brazil,Central-West,-15.779722,-47.930556,2003,April,4,2003-04-01,20274,Brazil - Central-West
svs.aids.gov.br,Brazil,Central-West,-15.779722,-47.930556,2003,May,5,2003-05-01,19820,Brazil - Central-West
svs.aids.gov.br,Brazil,Central-West,-15.779722,-47.930556,2003,June,6,2003-06-01,19024,Brazil - Central-West
svs.aids.gov.br,Brazil,Central-West,-15.779722,-47.930556,2003,July,7,2003-07-01,19080,Brazil - Central-West
svs.aids.gov.br,Brazil,Central-West,-15.779722,-47.930556,2003,August,8,2003-08-01,18135,Brazil - Central-West
svs.aids.gov.br,Brazil,Central-West,-15.779722,-47.930556,2003,September,9,2003-09-01,18687,Brazil - Central-West
svs.aids.gov.br,Brazil,Central-West,-15.779722,-47.930556,2003,October,10,2003-10-01,17971,Brazil - Central-West
svs.aids.gov.br,Brazil,Central-West,-15.779722,-47.930556,2003,November,11,2003-11-01,17539,Brazil - Central-West
svs.aids.gov.br,Brazil,Central-West,-15.779722,-47.930556,2003,December,12,2003-12-01,17872,Brazil - Central-West
svs.aids.gov.br,Brazil,Central-West,-15.779722,-47.930556,2004,January,1,2004-01-01,19285,Brazil - Central-West
svs.aids.gov.br,Brazil,Central-West,-15.779722,-47.930556,2004,February,2,2004-02-01,18844,Brazil - Central-West
svs.aids.gov.br,Brazil,Central-West,-15.779722,-47.930556,2004,March,3,2004-03-01,21434,Brazil - Central-West
svs.aids.gov.br,Brazil,Central-West,-15.779722,-47.930556,2004,April,4,2004-04-01,20382,Brazil - Central-West
svs.aids.gov.br,Brazil,Central-West,-15.779722,-47.930556,2004,May,5,2004-05-01,20676,Brazil - Central-West
svs.aids.gov.br,Brazil,Central-West,-15.779722,-47.930556,2004,June,6,2004-06-01,19230,Brazil - Central-West
svs.aids.gov.br,Brazil,Central-West,-15.779722,-47.930556,2004,July,7,2004-07-01,18837,Brazil - Central-West
svs.aids.gov.br,Brazil,Central-West,-15.779722,-47.930556,2004,August,8,2004-08-01,18917,Brazil - Central-West
svs.aids.gov.br,Brazil,Central-West,-15.779722,-47.930556,2004,September,9,2004-09-01,18803,Brazil - Central-West
svs.aids.gov.br,Brazil,Central-West,-15.779722,-47.930556,2004,October,10,2004-10-01,18058,Brazil - Central-West
svs.aids.gov.br,Brazil,Central-West,-15.779722,-47.930556,2004,November,11,2004-11-01,17311,Brazil - Central-West
svs.aids.gov.br,Brazil,Central-West,-15.779722,-47.930556,2004,December,12,2004-12-01,17819,Brazil - Central-West
